DATE,DTB3
23/12/14,0.03
24/12/14,0.01
25/12/14,.
26/12/14,0.01
29/12/14,0.03
30/12/14,0.03
31/12/14,0.04
1/1/15,.
2/1/15,0.02
5/1/15,0.03
6/1/15,0.03
7/1/15,0.03
8/1/15,0.03
9/1/15,0.02
12/1/15,0.03
13/1/15,0.03
14/1/15,0.04
15/1/15,0.03
16/1/15,0.03
19/1/15,.
20/1/15,0.03
21/1/15,0.03
22/1/15,0.03
23/1/15,0.02
26/1/15,0.03
27/1/15,0.02
28/1/15,0.02
29/1/15,0.03
30/1/15,0.02
2/2/15,0.02
3/2/15,0.02
4/2/15,0.01
5/2/15,0.02
6/2/15,0.02
9/2/15,0.01
10/2/15,0.01
11/2/15,0.01
12/2/15,0.02
13/2/15,0.01
16/2/15,.
17/2/15,0.02
18/2/15,0.02
19/2/15,0.02
20/2/15,0.02
23/2/15,0.02
24/2/15,0.02
25/2/15,0.02
26/2/15,0.03
27/2/15,0.02
2/3/15,0.02
3/3/15,0.02
4/3/15,0.01
5/3/15,0.02
6/3/15,0.01
9/3/15,0.02
10/3/15,0.02
11/3/15,0.03
12/3/15,0.03
13/3/15,0.03
16/3/15,0.05
17/3/15,0.05
18/3/15,0.03
19/3/15,0.03
20/3/15,0.01
23/3/15,0.03
24/3/15,0.02
25/3/15,0.04
26/3/15,0.03
27/3/15,0.04
30/3/15,0.04
31/3/15,0.03
1/4/15,0.03
2/4/15,0.02
3/4/15,0.02
6/4/15,0.03
7/4/15,0.02
8/4/15,0.03
9/4/15,0.03
10/4/15,0.02
13/4/15,0.03
14/4/15,0.02
15/4/15,0.02
16/4/15,0.02
17/4/15,0.01
20/4/15,0.03
21/4/15,0.03
22/4/15,0.03
23/4/15,0.03
24/4/15,0.03
27/4/15,0.02
28/4/15,0.02
29/4/15,0.01
30/4/15,0.01
1/5/15,0.01
4/5/15,0.02
5/5/15,0.01
6/5/15,0.02
7/5/15,0.01
8/5/15,0.01
11/5/15,0.02
12/5/15,0.03
13/5/15,0.02
14/5/15,0.01
15/5/15,0.02
18/5/15,0.02
19/5/15,0.02
20/5/15,0.02
21/5/15,0.02
22/5/15,0.02
25/5/15,.
26/5/15,0.02
27/5/15,0.01
28/5/15,0.01
29/5/15,0.01
1/6/15,0.02
2/6/15,0.01
3/6/15,0.02
4/6/15,0.02
5/6/15,0.03
8/6/15,0.02
9/6/15,0.02
10/6/15,0.02
11/6/15,0.01
12/6/15,0.02
15/6/15,0.02
16/6/15,0.01
17/6/15,0.01
18/6/15,0.01
19/6/15,0.01
22/6/15,0.01
23/6/15,0.01
24/6/15,0.01
25/6/15,0.01
26/6/15,0.01
29/6/15,0.02
30/6/15,0.01
1/7/15,0.01
2/7/15,0.01
3/7/15,.
6/7/15,0.02
7/7/15,0.02
8/7/15,0.02
9/7/15,0.03
10/7/15,0.01
13/7/15,0.02
14/7/15,0.01
15/7/15,0.02
16/7/15,0.02
17/7/15,0.03
20/7/15,0.04
21/7/15,0.03
22/7/15,0.04
23/7/15,0.03
24/7/15,0.04
27/7/15,0.05
28/7/15,0.05
29/7/15,0.06
30/7/15,0.07
31/7/15,0.08
3/8/15,0.08
4/8/15,0.08
5/8/15,0.08
6/8/15,0.04
7/8/15,0.06
10/8/15,0.12
11/8/15,0.1
12/8/15,0.1
13/8/15,0.1
14/8/15,0.09
17/8/15,0.1
18/8/15,0.07
19/8/15,0.05
20/8/15,0.02
21/8/15,0.03
24/8/15,0.06
25/8/15,0.07
26/8/15,0.06
27/8/15,0.06
28/8/15,0.06
31/8/15,0.08
1/9/15,0.03
2/9/15,0.03
3/9/15,0.02
4/9/15,0.02
7/9/15,.
8/9/15,0.06
9/9/15,0.03
10/9/15,0.02
11/9/15,0.04
14/9/15,0.07
15/9/15,0.07
16/9/15,0.06
17/9/15,0.01
18/9/15,-0.01
21/9/15,0.01
22/9/15,-0.01
23/9/15,0.01
24/9/15,0.01
25/9/15,-0.01
28/9/15,0.01
29/9/15,0.01
30/9/15,-0.01
1/10/15,-0.02
2/10/15,0
5/10/15,0.01
6/10/15,0
7/10/15,0
8/10/15,-0.01
9/10/15,0.01
12/10/15,.
13/10/15,0.01
14/10/15,0
15/10/15,0.01
16/10/15,0.01
19/10/15,0.02
20/10/15,0.02
21/10/15,0.01
22/10/15,0
23/10/15,0.01
26/10/15,0.02
27/10/15,0.03
28/10/15,0.04
29/10/15,0.07
30/10/15,0.08
2/11/15,0.08
3/11/15,0.06
4/11/15,0.05
5/11/15,0.05
6/11/15,0.08
9/11/15,0.14
10/11/15,0.13
11/11/15,.
12/11/15,0.14
13/11/15,0.13
16/11/15,0.15
17/11/15,0.14
18/11/15,0.12
19/11/15,0.11
20/11/15,0.11
23/11/15,0.14
24/11/15,0.16
25/11/15,0.19
26/11/15,.
27/11/15,0.17
30/11/15,0.22
1/12/15,0.21
2/12/15,0.21
3/12/15,0.21
4/12/15,0.22
7/12/15,0.29
8/12/15,0.27
9/12/15,0.26
10/12/15,0.24
11/12/15,0.22
14/12/15,0.26
15/12/15,0.25
16/12/15,0.27
17/12/15,0.23
18/12/15,0.19
21/12/15,0.24
22/12/15,0.21
23/12/15,0.2
24/12/15,0.2
25/12/15,.
28/12/15,0.23
29/12/15,0.23
30/12/15,0.21
31/12/15,0.16
1/1/16,.
4/1/16,0.22
5/1/16,0.2
6/1/16,0.21
7/1/16,0.2
8/1/16,0.2
11/1/16,0.21
12/1/16,0.21
13/1/16,0.22
14/1/16,0.25
15/1/16,0.23
18/1/16,.
19/1/16,0.26
20/1/16,0.26
21/1/16,0.28
22/1/16,0.3
25/1/16,0.31
26/1/16,0.31
27/1/16,0.32
28/1/16,0.34
29/1/16,0.32
1/2/16,0.35
2/2/16,0.34
3/2/16,0.33
4/2/16,0.29
5/2/16,0.29
8/2/16,0.32
9/2/16,0.3
10/2/16,0.31
11/2/16,0.28
12/2/16,0.29
15/2/16,.
16/2/16,0.3
17/2/16,0.3
18/2/16,0.3
19/2/16,0.3
22/2/16,0.33
23/2/16,0.32
24/2/16,0.33
25/2/16,0.32
26/2/16,0.32
29/2/16,0.33
1/3/16,0.33
2/3/16,0.35
3/3/16,0.27
4/3/16,0.28
7/3/16,0.32
8/3/16,0.29
9/3/16,0.3
10/3/16,0.31
11/3/16,0.32
14/3/16,0.34
15/3/16,0.34
16/3/16,0.31
17/3/16,0.29
18/3/16,0.29
21/3/16,0.31
22/3/16,0.3
23/3/16,0.3
24/3/16,0.29
25/3/16,.
28/3/16,0.29
29/3/16,0.23
30/3/16,0.2
31/3/16,0.21
1/4/16,0.23
4/4/16,0.23
5/4/16,0.23
6/4/16,0.23
7/4/16,0.23
8/4/16,0.23
11/4/16,0.23
12/4/16,0.22
13/4/16,0.23
14/4/16,0.22
15/4/16,0.22
18/4/16,0.22
19/4/16,0.21
20/4/16,0.23
21/4/16,0.23
22/4/16,0.23
25/4/16,0.25
26/4/16,0.24
27/4/16,0.24
28/4/16,0.22
29/4/16,0.22
2/5/16,0.22
3/5/16,0.21
4/5/16,0.19
5/5/16,0.2
6/5/16,0.19
9/5/16,0.24
10/5/16,0.24
11/5/16,0.26
12/5/16,0.27
13/5/16,0.28
16/5/16,0.28
17/5/16,0.28
18/5/16,0.3
19/5/16,0.3
20/5/16,0.32
23/5/16,0.35
24/5/16,0.35
25/5/16,0.33
26/5/16,0.3
27/5/16,0.31
30/5/16,.
31/5/16,0.34
1/6/16,0.3
2/6/16,0.28
3/6/16,0.29
6/6/16,0.28
7/6/16,0.28
8/6/16,0.24
9/6/16,0.25
10/6/16,0.25
13/6/16,0.27
14/6/16,0.27
15/6/16,0.26
16/6/16,0.27
17/6/16,0.26
20/6/16,0.28
21/6/16,0.27
22/6/16,0.27
23/6/16,0.3
24/6/16,0.26
27/6/16,0.27
28/6/16,0.26
29/6/16,0.26
30/6/16,0.26
1/7/16,0.27
4/7/16,.
5/7/16,0.28
6/7/16,0.27
7/7/16,0.29
8/7/16,0.27
11/7/16,0.31
12/7/16,0.29
13/7/16,0.31
14/7/16,0.31
15/7/16,0.31
18/7/16,0.32
19/7/16,0.31
20/7/16,0.32
21/7/16,0.31
22/7/16,0.32
25/7/16,0.32
26/7/16,0.31
27/7/16,0.31
28/7/16,0.25
29/7/16,0.27
1/8/16,0.29
2/8/16,0.29
3/8/16,0.28
4/8/16,0.26
5/8/16,0.27
8/8/16,0.31
9/8/16,0.29
10/8/16,0.28
11/8/16,0.28
12/8/16,0.28
15/8/16,0.31
16/8/16,0.27
17/8/16,0.3
18/8/16,0.29
19/8/16,0.29
22/8/16,0.29
23/8/16,0.3
24/8/16,0.31
25/8/16,0.33
26/8/16,0.33
29/8/16,0.33
30/8/16,0.33
31/8/16,0.33
1/9/16,0.33
2/9/16,0.32
5/9/16,.
6/9/16,0.32
7/9/16,0.34
8/9/16,0.34
9/9/16,0.34
12/9/16,0.37
13/9/16,0.36
14/9/16,0.33
15/9/16,0.29
16/9/16,0.29
19/9/16,0.3
20/9/16,0.3
21/9/16,0.22
22/9/16,0.18
23/9/16,0.18
26/9/16,0.25
27/9/16,0.26
28/9/16,0.27
29/9/16,0.26
30/9/16,0.28
3/10/16,0.32
4/10/16,0.33
5/10/16,0.32
6/10/16,0.32
7/10/16,0.32
10/10/16,.
11/10/16,0.35
12/10/16,0.36
13/10/16,0.29
14/10/16,0.31
17/10/16,0.34
18/10/16,0.34
19/10/16,0.34
20/10/16,0.34
21/10/16,0.33
24/10/16,0.33
25/10/16,0.34
26/10/16,0.33
27/10/16,0.29
28/10/16,0.29
31/10/16,0.34
1/11/16,0.35
2/11/16,0.36
3/11/16,0.37
4/11/16,0.37
7/11/16,0.41
8/11/16,0.43
9/11/16,0.44
10/11/16,0.47
11/11/16,.
14/11/16,0.54
15/11/16,0.5
16/11/16,0.46
17/11/16,0.43
18/11/16,0.43
21/11/16,0.46
22/11/16,0.48
23/11/16,0.5
24/11/16,.
25/11/16,0.48
28/11/16,0.48
29/11/16,0.48
30/11/16,0.48
1/12/16,0.47
2/12/16,0.48
5/12/16,0.49
6/12/16,0.49
7/12/16,0.51
8/12/16,0.5
9/12/16,0.53
12/12/16,0.51
13/12/16,0.54
14/12/16,0.54
15/12/16,0.5
16/12/16,0.5
19/12/16,0.52
20/12/16,0.52
21/12/16,0.51
22/12/16,0.5
23/12/16,0.51
26/12/16,.
27/12/16,0.51
28/12/16,0.52
29/12/16,0.46
30/12/16,0.5
2/1/17,.
3/1/17,0.53
4/1/17,0.52
5/1/17,0.51
6/1/17,0.52
9/1/17,0.5
10/1/17,0.51
11/1/17,0.51
12/1/17,0.51
13/1/17,0.52
16/1/17,.
17/1/17,0.54
18/1/17,0.52
19/1/17,0.51
20/1/17,0.49
23/1/17,0.51
24/1/17,0.5
25/1/17,0.49
26/1/17,0.5
27/1/17,0.51
30/1/17,0.51
31/1/17,0.52
1/2/17,0.5
2/2/17,0.51
3/2/17,0.5
6/2/17,0.53
7/2/17,0.53
8/2/17,0.53
9/2/17,0.53
10/2/17,0.54
13/2/17,0.52
14/2/17,0.54
15/2/17,0.53
16/2/17,0.52
17/2/17,0.52
20/2/17,.
21/2/17,0.53
22/2/17,0.52
23/2/17,0.51
24/2/17,0.51
27/2/17,0.5
28/2/17,0.53
1/3/17,0.62
2/3/17,0.66
3/3/17,0.7
6/3/17,0.73
7/3/17,0.75
8/3/17,0.72
9/3/17,0.72
10/3/17,0.73
13/3/17,0.78
14/3/17,0.77
15/3/17,0.72
16/3/17,0.72
17/3/17,0.72
20/3/17,0.75
21/3/17,0.76
22/3/17,0.76
23/3/17,0.75
24/3/17,0.77
27/3/17,0.77
28/3/17,0.77
29/3/17,0.77
30/3/17,0.77
31/3/17,0.75
3/4/17,0.78
4/4/17,0.78
5/4/17,0.79
6/4/17,0.78
7/4/17,0.81
10/4/17,0.81
11/4/17,0.81
12/4/17,0.8
13/4/17,0.8
14/4/17,.
17/4/17,0.82
18/4/17,0.81
19/4/17,0.8
20/4/17,0.78
21/4/17,0.78
24/4/17,0.8
25/4/17,0.81
26/4/17,0.82
27/4/17,0.8
28/4/17,0.79
1/5/17,0.82
2/5/17,0.81
3/5/17,0.84
4/5/17,0.84
5/5/17,0.88
8/5/17,0.9
9/5/17,0.9
10/5/17,0.89
11/5/17,0.87
12/5/17,0.86
15/5/17,0.89
16/5/17,0.89
17/5/17,0.89
18/5/17,0.91
19/5/17,0.9
22/5/17,0.92
23/5/17,0.91
24/5/17,0.92
25/5/17,0.92
26/5/17,0.92
29/5/17,.
30/5/17,0.92
31/5/17,0.96
1/6/17,0.96
2/6/17,0.96
5/6/17,0.95
6/6/17,0.96
7/6/17,0.98
8/6/17,0.99
9/6/17,0.99
12/6/17,0.97
13/6/17,0.99
14/6/17,0.99
15/6/17,1
16/6/17,1.01
19/6/17,1.01
20/6/17,1
21/6/17,0.97
22/6/17,0.94
23/6/17,0.95
26/6/17,0.98
27/6/17,0.99
28/6/17,1
29/6/17,1.02
30/6/17,1.01
3/7/17,1.04
4/7/17,.
5/7/17,1.03
6/7/17,1.02
7/7/17,1.03
10/7/17,1.03
11/7/17,1.03
12/7/17,1.03
13/7/17,1.03
14/7/17,1.02
17/7/17,1.05
18/7/17,1.05
19/7/17,1.09
20/7/17,1.13
21/7/17,1.14
24/7/17,1.15
25/7/17,1.16
26/7/17,1.11
27/7/17,1.09
28/7/17,1.06
31/7/17,1.05
1/8/17,1.06
2/8/17,1.06
3/8/17,1.06
4/8/17,1.06
7/8/17,1.01
8/8/17,1.04
9/8/17,1.04
10/8/17,1.03
11/8/17,1.01
14/8/17,1.01
15/8/17,1.02
16/8/17,1
17/8/17,0.98
18/8/17,1
21/8/17,0.99
22/8/17,0.99
23/8/17,0.98
24/8/17,1
25/8/17,1.01
28/8/17,0.97
29/8/17,1.01
30/8/17,1.01
31/8/17,0.99
1/9/17,1
4/9/17,.
5/9/17,1.01
6/9/17,1.05
7/9/17,1.03
8/9/17,1.02
11/9/17,1.04
12/9/17,1.02
13/9/17,1.02
14/9/17,1.03
15/9/17,1.03
18/9/17,1.04
19/9/17,1.03
20/9/17,1.02
21/9/17,1.02
22/9/17,1.01
25/9/17,1.04
26/9/17,1.05
27/9/17,1.05
28/9/17,1.04
29/9/17,1.04
2/10/17,1
3/10/17,1.05
4/10/17,1.06
5/10/17,1.05
6/10/17,1.05
9/10/17,.
10/10/17,1.06
11/10/17,1.08
12/10/17,1.07
13/10/17,1.07
16/10/17,1.09
17/10/17,1.07
18/10/17,1.07
19/10/17,1.08
20/10/17,1.09
23/10/17,1.08
24/10/17,1.1
25/10/17,1.1
26/10/17,1.09
27/10/17,1.08
30/10/17,1.1
31/10/17,1.13
1/11/17,1.16
2/11/17,1.15
3/11/17,1.16
6/11/17,1.17
7/11/17,1.2
8/11/17,1.21
9/11/17,1.22
10/11/17,1.21
13/11/17,1.22
14/11/17,1.24
15/11/17,1.23
16/11/17,1.25
17/11/17,1.26
20/11/17,1.28
21/11/17,1.28
22/11/17,1.27
23/11/17,.
24/11/17,1.26
27/11/17,1.25
28/11/17,1.28
29/11/17,1.27
30/11/17,1.25
1/12/17,1.25
4/12/17,1.28
5/12/17,1.28
6/12/17,1.28
7/12/17,1.27
8/12/17,1.26
11/12/17,1.31
12/12/17,1.32
13/12/17,1.28
14/12/17,1.3
15/12/17,1.29
18/12/17,1.36
19/12/17,1.35
20/12/17,1.36
21/12/17,1.33
22/12/17,1.31
25/12/17,.
26/12/17,1.45
27/12/17,1.42
28/12/17,1.37
29/12/17,1.37
1/1/18,.
2/1/18,1.42
3/1/18,1.39
4/1/18,1.39
5/1/18,1.37
8/1/18,1.43
9/1/18,1.42
10/1/18,1.4
11/1/18,1.41
12/1/18,1.41
15/1/18,.
16/1/18,1.43
17/1/18,1.42
18/1/18,1.43
19/1/18,1.42
22/1/18,1.43
23/1/18,1.42
24/1/18,1.41
25/1/18,1.4
26/1/18,1.39
29/1/18,1.43
30/1/18,1.42
31/1/18,1.44
1/2/18,1.46
2/2/18,1.46
5/2/18,1.49
6/2/18,1.5
7/2/18,1.53
8/2/18,1.53
9/2/18,1.53
12/2/18,1.61
13/2/18,1.57
14/2/18,1.56
15/2/18,1.56
16/2/18,1.59
19/2/18,.
20/2/18,1.64
21/2/18,1.62
22/2/18,1.61
23/2/18,1.61
26/2/18,1.65
27/2/18,1.64
28/2/18,1.63
1/3/18,1.6
2/3/18,1.62
5/3/18,1.67
6/3/18,1.65
7/3/18,1.65
8/3/18,1.64
9/3/18,1.64
12/3/18,1.68
13/3/18,1.7
14/3/18,1.73
15/3/18,1.74
16/3/18,1.75
19/3/18,1.77
20/3/18,1.78
21/3/18,1.71
22/3/18,1.69
23/3/18,1.71
26/3/18,1.76
27/3/18,1.74
28/3/18,1.7
29/3/18,1.7
30/3/18,.
2/4/18,1.74
3/4/18,1.72
4/4/18,1.68
5/4/18,1.69
6/4/18,1.7
9/4/18,1.73
10/4/18,1.71
11/4/18,1.7
12/4/18,1.72
13/4/18,1.73
16/4/18,1.76
17/4/18,1.77
18/4/18,1.78
19/4/18,1.79
20/4/18,1.78
23/4/18,1.84
24/4/18,1.84
25/4/18,1.82
26/4/18,1.79
27/4/18,1.78
30/4/18,1.84
1/5/18,1.82
2/5/18,1.81
3/5/18,1.8
4/5/18,1.8
7/5/18,1.83
8/5/18,1.84
9/5/18,1.85
10/5/18,1.86
11/5/18,1.88
14/5/18,1.9
15/5/18,1.89
16/5/18,1.88
17/5/18,1.88
18/5/18,1.87
21/5/18,1.9
22/5/18,1.9
23/5/18,1.88
24/5/18,1.87
25/5/18,1.86
28/5/18,.
29/5/18,1.9
30/5/18,1.9
31/5/18,1.89
1/6/18,1.88
4/6/18,1.91
5/6/18,1.91
6/6/18,1.91
7/6/18,1.9
8/6/18,1.89
11/6/18,1.91
12/6/18,1.89
13/6/18,1.9
14/6/18,1.9
15/6/18,1.9
18/6/18,1.91
19/6/18,1.91
20/6/18,1.9
21/6/18,1.9
22/6/18,1.89
25/6/18,1.9
26/6/18,1.9
27/6/18,1.89
28/6/18,1.89
29/6/18,1.89
2/7/18,1.95
3/7/18,1.94
4/7/18,.
5/7/18,1.92
6/7/18,1.93
9/7/18,1.95
10/7/18,1.95
11/7/18,1.93
12/7/18,1.94
13/7/18,1.94
16/7/18,1.98
17/7/18,1.98
18/7/18,1.96
19/7/18,1.96
20/7/18,1.95
23/7/18,1.96
24/7/18,1.98
25/7/18,1.97
26/7/18,1.95
27/7/18,1.96
30/7/18,2.01
31/7/18,1.99
1/8/18,1.99
2/8/18,1.98
3/8/18,1.97
6/8/18,2.02
7/8/18,2.02
8/8/18,2.02
9/8/18,2.02
10/8/18,2.01
13/8/18,2.03
14/8/18,2.04
15/8/18,2.03
16/8/18,2.03
17/8/18,2.01
20/8/18,2.03
21/8/18,2.04
22/8/18,2.05
23/8/18,2.04
24/8/18,2.05
27/8/18,2.08
28/8/18,2.09
29/8/18,2.09
30/8/18,2.07
31/8/18,2.07
3/9/18,.
4/9/18,2.09
5/9/18,2.1
6/9/18,2.09
7/9/18,2.1
10/9/18,2.11
11/9/18,2.11
12/9/18,2.12
13/9/18,2.11
14/9/18,2.12
17/9/18,2.13
18/9/18,2.13
19/9/18,2.12
20/9/18,2.13
21/9/18,2.14
24/9/18,2.18
25/9/18,2.17
26/9/18,2.16
27/9/18,2.14
28/9/18,2.15
1/10/18,2.19
2/10/18,2.19
3/10/18,2.19
4/10/18,2.18
5/10/18,2.18
8/10/18,.
9/10/18,2.21
10/10/18,2.23
11/10/18,2.22
12/10/18,2.23
15/10/18,2.27
16/10/18,2.26
17/10/18,2.27
18/10/18,2.27
19/10/18,2.26
22/10/18,2.3
23/10/18,2.29
24/10/18,2.29
25/10/18,2.29
26/10/18,2.28
29/10/18,2.3
30/10/18,2.29
31/10/18,2.29
1/11/18,2.27
2/11/18,2.28
5/11/18,2.32
6/11/18,2.31
7/11/18,2.32
8/11/18,2.3
9/11/18,2.31
12/11/18,.
13/11/18,2.34
14/11/18,2.33
15/11/18,2.32
16/11/18,2.31
19/11/18,2.34
20/11/18,2.34
21/11/18,2.36
22/11/18,.
23/11/18,2.36
26/11/18,2.37
27/11/18,2.36
28/11/18,2.35
29/11/18,2.32
30/11/18,2.32
3/12/18,2.34
4/12/18,2.38
5/12/18,.
6/12/18,2.36
7/12/18,2.35
10/12/18,2.37
11/12/18,2.37
12/12/18,2.39
13/12/18,2.38
14/12/18,2.37
17/12/18,2.36
18/12/18,2.34
19/12/18,2.35
20/12/18,2.34
21/12/18,2.34
24/12/18,2.41
25/12/18,.
26/12/18,2.39
27/12/18,2.36
28/12/18,2.35
31/12/18,2.4
1/1/19,.
2/1/19,2.37
3/1/19,2.36
4/1/19,2.37
7/1/19,2.41
8/1/19,2.41
9/1/19,2.4
10/1/19,2.38
11/1/19,2.38
14/1/19,2.4
15/1/19,2.4
16/1/19,2.38
17/1/19,2.37
18/1/19,2.36
21/1/19,.
22/1/19,2.38
23/1/19,2.36
24/1/19,2.32
25/1/19,2.34
28/1/19,2.37
29/1/19,2.37
30/1/19,2.37
31/1/19,2.36
1/2/19,2.35
4/2/19,2.37
5/2/19,2.37
6/2/19,2.37
7/2/19,2.37
8/2/19,2.38
11/2/19,2.4
12/2/19,2.38
13/2/19,2.39
14/2/19,2.38
15/2/19,2.38
18/2/19,.
19/2/19,2.41
20/2/19,2.4
21/2/19,2.4
22/2/19,2.41
25/2/19,2.42
26/2/19,2.4
27/2/19,2.4
28/2/19,2.4
1/3/19,2.39
4/3/19,2.41
5/3/19,2.41
6/3/19,2.41
7/3/19,2.4
8/3/19,2.41
11/3/19,2.41
12/3/19,2.41
13/3/19,2.4
14/3/19,2.4
15/3/19,2.4
18/3/19,2.39
19/3/19,2.41
20/3/19,2.42
21/3/19,2.43
22/3/19,2.41
25/3/19,2.41
26/3/19,2.41
27/3/19,2.39
28/3/19,2.38
29/3/19,2.35
1/4/19,2.38
2/4/19,2.37
3/4/19,2.39
4/4/19,2.39
5/4/19,2.39
8/4/19,2.38
9/4/19,2.37
10/4/19,2.38
11/4/19,2.38
12/4/19,2.39
15/4/19,2.38
16/4/19,2.38
17/4/19,2.39
18/4/19,2.37
19/4/19,.
22/4/19,2.39
23/4/19,2.4
24/4/19,2.39
25/4/19,2.38
26/4/19,2.37
29/4/19,2.39
30/4/19,2.38
1/5/19,2.38
2/5/19,2.41
3/5/19,2.38
6/5/19,2.39
7/5/19,2.38
8/5/19,2.38
9/5/19,2.38
10/5/19,2.38
13/5/19,2.36
14/5/19,2.36
15/5/19,2.37
16/5/19,2.35
17/5/19,2.34
20/5/19,2.34
21/5/19,2.34
22/5/19,2.33
23/5/19,2.32
24/5/19,2.3
27/5/19,.
28/5/19,2.32
29/5/19,2.32
30/5/19,2.33
31/5/19,2.3
3/6/19,2.3
4/6/19,2.3
5/6/19,2.3
6/6/19,2.28
7/6/19,2.23
10/6/19,2.24
11/6/19,2.22
12/6/19,2.19
13/6/19,2.14
14/6/19,2.15
17/6/19,2.18
18/6/19,2.17
19/6/19,2.13
20/6/19,2.09
21/6/19,2.07
24/6/19,2.08
25/6/19,2.07
26/6/19,2.1
27/6/19,2.09
28/6/19,2.08
1/7/19,2.16
2/7/19,2.15
3/7/19,2.16
4/7/19,.
5/7/19,2.18
8/7/19,2.21
9/7/19,2.21
10/7/19,2.15
11/7/19,2.12
12/7/19,2.1
15/7/19,2.11
16/7/19,2.1
17/7/19,2.09
18/7/19,2.01
19/7/19,2.02
22/7/19,2.04
23/7/19,2.02
24/7/19,2.05
25/7/19,2.06
26/7/19,2.08
29/7/19,2.07
30/7/19,2.04
31/7/19,2.04
1/8/19,2.03
2/8/19,2.02
5/8/19,2
6/8/19,2.01
7/8/19,1.98
8/8/19,1.98
9/8/19,1.96
12/8/19,1.96
13/8/19,1.96
14/8/19,1.92
15/8/19,1.87
16/8/19,1.83
19/8/19,1.9
20/8/19,1.9
21/8/19,1.93
22/8/19,1.96
23/8/19,1.93
26/8/19,1.96
27/8/19,1.94
28/8/19,1.95
29/8/19,1.95
30/8/19,1.95
2/9/19,.
3/9/19,1.94
4/9/19,1.93
5/9/19,1.93
6/9/19,1.92
9/9/19,1.92
10/9/19,1.91
11/9/19,1.92
12/9/19,1.91
13/9/19,1.92
16/9/19,1.95
17/9/19,1.95
18/9/19,1.91
19/9/19,1.89
20/9/19,1.87
23/9/19,1.9
24/9/19,1.88
25/9/19,1.85
26/9/19,1.79
27/9/19,1.76
30/9/19,1.84
1/10/19,1.78
2/10/19,1.75
3/10/19,1.67
4/10/19,1.68
7/10/19,1.71
8/10/19,1.68
9/10/19,1.66
10/10/19,1.65
11/10/19,1.65
14/10/19,.
15/10/19,1.64
16/10/19,1.63
17/10/19,1.63
18/10/19,1.63
21/10/19,1.64
22/10/19,1.62
23/10/19,1.62
24/10/19,1.64
25/10/19,1.63
28/10/19,1.62
29/10/19,1.6
30/10/19,1.59
31/10/19,1.51
1/11/19,1.49
4/11/19,1.5
5/11/19,1.53
6/11/19,1.53
7/11/19,1.53
8/11/19,1.52
11/11/19,.
12/11/19,1.56
13/11/19,1.54
14/11/19,1.54
15/11/19,1.54
18/11/19,1.54
19/11/19,1.54
20/11/19,1.54
21/11/19,1.55
22/11/19,1.55
25/11/19,1.58
26/11/19,1.57
27/11/19,1.59
28/11/19,.
29/11/19,1.56
2/12/19,1.57
3/12/19,1.54
4/12/19,1.52
5/12/19,1.51
6/12/19,1.5
9/12/19,1.51
10/12/19,1.53
11/12/19,1.54
12/12/19,1.53
13/12/19,1.54
16/12/19,1.54
17/12/19,1.53
18/12/19,1.53
19/12/19,1.54
20/12/19,1.55
23/12/19,1.56
24/12/19,1.55
25/12/19,.
26/12/19,1.55
27/12/19,1.54
30/12/19,1.54
31/12/19,1.52
1/1/20,.
2/1/20,1.51
3/1/20,1.49
6/1/20,1.53
7/1/20,1.51
8/1/20,1.51
9/1/20,1.51
10/1/20,1.51
13/1/20,1.54
14/1/20,1.54
15/1/20,1.54
16/1/20,1.52
17/1/20,1.53
20/1/20,.
21/1/20,1.53
22/1/20,1.52
23/1/20,1.52
24/1/20,1.51
27/1/20,1.52
28/1/20,1.54
29/1/20,1.53
30/1/20,1.54
31/1/20,1.52
3/2/20,1.54
4/2/20,1.54
5/2/20,1.54
6/2/20,1.54
7/2/20,1.53
10/2/20,1.55
11/2/20,1.54
12/2/20,1.55
13/2/20,1.56
14/2/20,1.55
17/2/20,.
18/2/20,1.55
19/2/20,1.55
20/2/20,1.55
21/2/20,1.53
24/2/20,1.5
25/2/20,1.5
26/2/20,1.5
27/2/20,1.42
28/2/20,1.25
2/3/20,1.1
3/3/20,0.93
4/3/20,0.71
5/3/20,0.61
6/3/20,0.45
9/3/20,0.32
10/3/20,0.43
11/3/20,0.41
12/3/20,0.33
13/3/20,0.27
16/3/20,0.24
17/3/20,0.19
18/3/20,0.02
19/3/20,0.04
20/3/20,0.05
23/3/20,0.02
24/3/20,0.01
25/3/20,-0.04
26/3/20,-0.05
27/3/20,0.03
30/3/20,0.12
31/3/20,0.11
1/4/20,0.09
2/4/20,0.09
3/4/20,0.1
6/4/20,0.15
7/4/20,0.14
8/4/20,0.22
9/4/20,0.25
10/4/20,.
13/4/20,0.26
14/4/20,0.2
15/4/20,0.14
16/4/20,0.14
17/4/20,0.12
20/4/20,0.12
21/4/20,0.11
22/4/20,0.12
23/4/20,0.11
24/4/20,0.12
27/4/20,0.12
28/4/20,0.11
29/4/20,0.1
30/4/20,0.09
1/5/20,0.12
4/5/20,0.13
5/5/20,0.13
6/5/20,0.12
7/5/20,0.11
8/5/20,0.12
11/5/20,0.12
12/5/20,0.13
13/5/20,0.13
14/5/20,0.12
15/5/20,0.12
18/5/20,0.13
19/5/20,0.13
20/5/20,0.12
